0.000000e+00 0.000000e+00 -1.529374e-04
9.999000e-05 2.198830e-03 2.046659e-03
1.999800e-04 4.397273e-03 4.245834e-03
2.999700e-04 6.594940e-03 6.444205e-03
3.999600e-04 8.791445e-03 8.641390e-03
4.999500e-04 1.098640e-02 1.083700e-02
5.999400e-04 1.317942e-02 1.303067e-02
6.999300e-04 1.537011e-02 1.522200e-02
7.999200e-04 1.755810e-02 1.741061e-02
8.999100e-04 1.974299e-02 1.959612e-02
9.999000e-04 2.192441e-02 2.177815e-02
1.099890e-03 2.410197e-02 2.395632e-02
1.199880e-03 2.627528e-02 2.613025e-02
1.299870e-03 2.844396e-02 2.829956e-02
1.399860e-03 3.060764e-02 3.046387e-02
1.499850e-03 3.276594e-02 3.262279e-02
1.599840e-03 3.491848e-02 3.477597e-02
1.699830e-03 3.706487e-02 3.692301e-02
1.799820e-03 3.920476e-02 3.906355e-02
1.899810e-03 4.133776e-02 4.119721e-02
1.999800e-03 4.346350e-02 4.332362e-02
2.099790e-03 4.558161e-02 4.544241e-02
2.199780e-03 4.769173e-02 4.755321e-02
2.299770e-03 4.979348e-02 4.965566e-02
2.399760e-03 5.188652e-02 5.174940e-02
2.499750e-03 5.397046e-02 5.383405e-02
2.599740e-03 5.604496e-02 5.590927e-02
2.699730e-03 5.810966e-02 5.797468e-02
2.799720e-03 6.016420e-02 6.002995e-02
2.899710e-03 6.220823e-02 6.207470e-02
2.999700e-03 6.424141e-02 6.410861e-02
3.099690e-03 6.626337e-02 6.613130e-02
3.199680e-03 6.827379e-02 6.814245e-02
3.299670e-03 7.027232e-02 7.014170e-02
3.399660e-03 7.225861e-02 7.212873e-02
3.499650e-03 7.423235e-02 7.410318e-02
3.599640e-03 7.619318e-02 7.606474e-02
3.699630e-03 7.814079e-02 7.801306e-02
3.799620e-03 8.007485e-02 7.994782e-02
3.899610e-03 8.199503e-02 8.186870e-02
3.999600e-03 8.390103e-02 8.377538e-02
4.099590e-03 8.579251e-02 8.566754e-02
4.199580e-03 8.766917e-02 8.754487e-02
4.299570e-03 8.953070e-02 8.940706e-02
4.399560e-03 9.137680e-02 9.125380e-02
4.499550e-03 9.320717e-02 9.308480e-02
4.599540e-03 9.502151e-02 9.489974e-02
4.699530e-03 9.681952e-02 9.669835e-02
4.799520e-03 9.860092e-02 9.848033e-02
4.899510e-03 1.003654e-01 1.002454e-01
4.999500e-03 1.021127e-01 1.019933e-01
5.099490e-03 1.038426e-01 1.037237e-01
5.199480e-03 1.055548e-01 1.054363e-01
5.299470e-03 1.072489e-01 1.071310e-01
5.399460e-03 1.089248e-01 1.088073e-01
5.499450e-03 1.105822e-01 1.104652e-01
5.599440e-03 1.122208e-01 1.121042e-01
5.699430e-03 1.138404e-01 1.137242e-01
5.799420e-03 1.154407e-01 1.153249e-01
5.899410e-03 1.170215e-01 1.169061e-01
5.999400e-03 1.185826e-01 1.184676e-01
6.099390e-03 1.201237e-01 1.200090e-01
6.199380e-03 1.216446e-01 1.215302e-01
6.299370e-03 1.231451e-01 1.230310e-01
6.399360e-03 1.246249e-01 1.245112e-01
6.499350e-03 1.260840e-01 1.259705e-01
6.599340e-03 1.275219e-01 1.274087e-01
6.699330e-03 1.289386e-01 1.288257e-01
6.799320e-03 1.303339e-01 1.302212e-01
6.899310e-03 1.317076e-01 1.315950e-01
6.999300e-03 1.330594e-01 1.329470e-01
7.099290e-03 1.343892e-01 1.342771e-01
7.199280e-03 1.356969e-01 1.355849e-01
7.299270e-03 1.369822e-01 1.368704e-01
7.399260e-03 1.382450e-01 1.381333e-01
7.499250e-03 1.394852e-01 1.393737e-01
7.599240e-03 1.407025e-01 1.405911e-01
7.699230e-03 1.418970e-01 1.417857e-01
7.799220e-03 1.430683e-01 1.429571e-01
7.899210e-03 1.442163e-01 1.441053e-01
7.999200e-03 1.453411e-01 1.452301e-01
8.099190e-03 1.464423e-01 1.463314e-01
8.199180e-03 1.475200e-01 1.474092e-01
8.299170e-03 1.485739e-01 1.484632e-01
8.399160e-03 1.496040e-01 1.494934e-01
8.499150e-03 1.506102e-01 1.504997e-01
8.599140e-03 1.515924e-01 1.514820e-01
8.699130e-03 1.525505e-01 1.524402e-01
8.799120e-03 1.534845e-01 1.533742e-01
8.899110e-03 1.543942e-01 1.542840e-01
8.999100e-03 1.552795e-01 1.551695e-01
9.099090e-03 1.561405e-01 1.560305e-01
9.199080e-03 1.569770e-01 1.568671e-01
9.299070e-03 1.577890e-01 1.576793e-01
9.399060e-03 1.585765e-01 1.584669e-01
9.499050e-03 1.593394e-01 1.592299e-01
9.599040e-03 1.600777e-01 1.599683e-01
9.699030e-03 1.607914e-01 1.606821e-01
9.799020e-03 1.614803e-01 1.613712e-01
9.899010e-03 1.621446e-01 1.620356e-01
9.999000e-03 1.627842e-01 1.626754e-01
1.009899e-02 1.633992e-01 1.632904e-01
1.019898e-02 1.639894e-01 1.638808e-01
1.029897e-02 1.645549e-01 1.644465e-01
1.039896e-02 1.650958e-01 1.649876e-01
